Protein,BINCODE,NAME,mean
eucgr.j02175.1.p,_35.1_,'not assigned.no ontology',6.19303477642693e-12
eucgr.j02207.3.p,_25.10_,'C1-metabolism.formate dehydrogenase',1.34796877398673e-11
eucgr.j02209.1.p,_25.10_,'C1-metabolism.formate dehydrogenase',4.0270749815459e-12
eucgr.j02215.1.p,_21.2.1_,'redox.ascorbate and glutathione.ascorbate',2.01986904275928e-12
eucgr.j02223.1.p,_8.1.4_,'TCA / org transformation.TCA.IDH',3.45600118024767e-12
eucgr.j02233.1.p,_3.1.2.1_,'minor CHO metabolism.raffinose family.raffinose synthases.known',3.82162126282533e-11
eucgr.j02246.1.p,_27.4_,'RNA.RNA binding',6.04871900917743e-12
eucgr.j02249.4.p,_29.2.3_,'protein.synthesis.initiation',2.8451347266677e-12
eucgr.j02263.1.p,_29.5.11.20_,'protein.degradation.ubiquitin.proteasom',8.08733025122445e-12
eucgr.j02293.2.p,_31.2_,'cell.division',1.73580167716105e-11
eucgr.j02297.1.p,_34.3_,'transport.amino acids',3.74033524352396e-12
eucgr.j02302.1.p,_34.3_,'transport.amino acids',4.77936873786623e-12
eucgr.j02332.1.p,_29.2.1.1.3.1.21_,'protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.30S subunit.S21',9.72973736180495e-13
eucgr.j02399.2.p,_29.5.5_,'protein.degradation.serine protease',1.50090867805914e-12
eucgr.j02407.2.p,_10.1.7_,'cell wall.precursor synthesis.GMD',9.09456901753678e-13
eucgr.j02408.1.p,_31.3.1_,'cell.cycle.peptidylprolyl isomerase',1.17352528751561e-12
eucgr.j02422.1.p,_29.2.1.2.2.8_,'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L8',4.852727143519e-12
eucgr.j02430.1.p,_16.8.3.2_,'secondary metabolism.flavonoids.dihydroflavonols.flavanone 3-hydroxylase',5.38006851862112e-12
eucgr.j02453.3.p,_29.5.11_,'protein.degradation.ubiquitin',6.46527823658155e-12
eucgr.j02455.1.p,_26.3.3_,"'misc.gluco-, galacto- and mannosidases.alpha-mannosidase'",3.50704187878745e-12
eucgr.j02459.1.p,_26.3.3_,"'misc.gluco-, galacto- and mannosidases.alpha-mannosidase'",2.33388774283777e-12
eucgr.j02467.1.p,_13.1.6.1.2_,'amino acid metabolism.synthesis.aromatic aa.chorismate.3-dehydroquinate synthase',2.48333270524291e-12
eucgr.j02478.1.p,_29.5.11.4.3.1_,'protein.degradation.ubiquitin.E3.SCF.SKP',2.89618121606351e-12
eucgr.j02556.2.p,_29.2.3_,'protein.synthesis.initiation',2.57609681874655e-12
eucgr.j02563.1.p,_26.12_,'misc.peroxidases',1.00987489923051e-11
eucgr.j02565.1.p,_21.1_,'redox.thioredoxin',4.82249481452504e-12
eucgr.j02596.1.p,_29.5.11.20_,'protein.degradation.ubiquitin.proteasom',6.1470254066756e-12
eucgr.j02605.2.p,_29.2.1.2.1.31_,'protein.synthesis.ribosomal protein.eukaryotic.40S subunit.SA',3.40483635292716e-11
eucgr.j02694.1.p,_26.13_,'misc.acid and other phosphatases',6.21765736928273e-11
eucgr.j02696.1.p,_26.13_,'misc.acid and other phosphatases',9.13383596389225e-13
eucgr.j02824.3.p,_34.5_,'transport.ammonium',1.84609562107279e-12
eucgr.j02839.1.p,_29.5_,'protein.degradation',6.02587470833614e-12
eucgr.j02842.1.p,_29.2.3_,'protein.synthesis.initiation',2.53723422429814e-11
eucgr.j02888.2.p,_29.2.1.2.2.28_,'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L28',3.42042997324567e-12
eucgr.j02927.1.p,_26.13_,'misc.acid and other phosphatases',4.51493722658786e-11
eucgr.j02928.1.p,_26.13_,'misc.acid and other phosphatases',1.07081190568678e-11
eucgr.j02936.1.p,_35.2_,'not assigned.unknown',1.40476193838587e-12
eucgr.j02940.3.p,_8.2.10_,'TCA / org transformation.other organic acid transformatons.malic',1.96861957171362e-12
eucgr.j02955.1.p,_11.1.8_,'lipid metabolism.FA synthesis and FA elongation.acyl coa ligase',1.35767122894648e-12
eucgr.j02957.3.p,_35.2_,'not assigned.unknown',8.13329992741728e-12
eucgr.j02958.2.p,_1.1.2.2_,'PS.lightreaction.photosystem I.PSI polypeptide subunits',3.37247433190882e-11
eucgr.j02962.2.p,_30.5_,'signalling.G-proteins',1.57137610675666e-11
eucgr.j02987.2.p,_20.2.1_,'stress.abiotic.heat',7.27724970948828e-12
eucgr.j02991.1.p,_20.2.1_,'stress.abiotic.heat',1.0238591066546e-11
eucgr.j03028.1.p,_35.2_,'not assigned.unknown',4.21829757529781e-13
eucgr.j03038.2.p,_9.7_,'mitochondrial electron transport / ATP synthesis.cytochrome c oxidase',6.00464336293517e-12
eucgr.j03079.1.p,_35.1_,'not assigned.no ontology',1.21188228855805e-11
eucgr.j03086.3.p,_35.2_,'not assigned.unknown',5.03511670298039e-12
eucgr.j03126.1.p,_16.2.1.4_,'secondary metabolism.phenylpropanoids.lignin biosynthesis.HCT',7.33859718096711e-13
eucgr.j03127.2.p,"_20.2.1_, _29.6_","'stress.abiotic.heat', 'protein.folding'",3.68910399533309e-12
eucgr.j03134.1.p,_23.3.3_,'nucleotide metabolism.salvage.NUDIX hydrolases',2.31187727302639e-12
eucgr.j03143.1.p,_35.1_,'not assigned.no ontology',5.33333454774598e-11
eucgr.j03179.1.p,_34.1_,'transport.p- and v-ATPases',1.04673886687984e-11
eucgr.j03190.3.p,"_29.3.4.3_, _29.5_, _29.5.3_","'protein.targeting.secretory pathway.vacuole', 'protein.degradation', 'protein.degradation.cysteine protease'",9.6778928377968e-13
eucgr.k00001.1.p,_27.3.99_,'RNA.regulation of transcription.unclassified',5.3382161706494e-12
eucgr.k00013.1.p,_7.1.2_,'OPP.oxidative PP.6-phosphogluconolactonase',3.54159652205216e-12
eucgr.k00048.2.p,_29.2.1.2.2.9_,'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L9',2.09762038265534e-11
eucgr.k00068.1.p,_16.1.3.5_,'secondary metabolism.isoprenoids.tocopherol biosynthesis.tocopherol methyltransferase',2.81885379003369e-12
eucgr.k00070.1.p,"_5.3_, _26.11_","'fermentation.ADH', 'misc.alcohol dehydrogenases'",1.76851596866369e-11
eucgr.k00071.1.p,"_5.3_, _26.11_","'fermentation.ADH', 'misc.alcohol dehydrogenases'",3.06023494178796e-12
eucgr.k00081.1.p,_27.4_,'RNA.RNA binding',1.72617211097529e-12
eucgr.k00090.1.p,_9.1.2_,'mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear',2.55513893614721e-12
eucgr.k00099.1.p,_29.8_,'protein.assembly and cofactor ligation',2.41410896023364e-11
eucgr.k00110.7.p,_21.6_,'redox.dismutases and catalases',4.24859868381193e-12
eucgr.k00137.1.p,_35.2_,'not assigned.unknown',5.69783855365512e-11
eucgr.k00148.1.p,_35.1_,'not assigned.no ontology',1.63909698524747e-12
eucgr.k00185.2.p,_4.2.2_,'glycolysis.plastid branch.phosphoglucomutase (PGM)',1.51795177001369e-11
eucgr.k00212.1.p,_3.3_,'minor CHO metabolism.sugar alcohols',3.06112339258163e-12
eucgr.k00213.1.p,_3.3_,'minor CHO metabolism.sugar alcohols',2.32943001031861e-11
eucgr.k00245.1.p,_21.2_,'redox.ascorbate and glutathione',6.05573353352592e-12
eucgr.k00253.1.p,"_27.3.67_, _27.3.99_","'RNA.regulation of transcription.putative transcription regulator', 'RNA.regulation of transcription.unclassified'",3.40108306012758e-12
eucgr.k00264.1.p,_31.1.1.2_,'cell.organisation.cytoskeleton.mikrotubuli',4.67006318312844e-11
eucgr.k00276.1.p,_29.2.1.2.2.36_,'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L36',4.54061846525323e-12
eucgr.k00285.1.p,_35.1_,'not assigned.no ontology',4.42515562432051e-12
eucgr.k00288.1.p,_27.1_,'RNA.processing',3.69741926068702e-12
eucgr.k00311.1.p,_20.1.7_,'stress.biotic.PR-proteins',7.41930690976895e-12
eucgr.k00320.2.p,_29.5.11.3_,'protein.degradation.ubiquitin.E2',2.27355383180104e-12
eucgr.k00387.1.p,_2.1.2.2_,'major CHO metabolism.synthesis.starch.starch synthase',2.80207852077312e-12
eucgr.k00389.1.p,_1.1.2.2_,'PS.lightreaction.photosystem I.PSI polypeptide subunits',3.43049528247498e-10
eucgr.k00402.3.p,_35.1_,'not assigned.no ontology',1.73841164804808e-11
eucgr.k00410.1.p,_26.23_,'misc.rhodanese',1.67302604539873e-11
eucgr.k00411.2.p,_29.3.4.3_,'protein.targeting.secretory pathway.vacuole',3.8195521547602e-12
eucgr.k00423.1.p,_20.2.1_,'stress.abiotic.heat',7.2351866311626e-12
eucgr.k00456.1.p,_35.1_,'not assigned.no ontology',3.51164646026767e-12
eucgr.k00547.1.p,_2.1.2.1_,'major CHO metabolism.synthesis.starch.AGPase',7.40013203940691e-12
eucgr.k00558.1.p,_19.9_,'tetrapyrrole synthesis.protoporphyrin IX oxidase',2.77376591188503e-12
eucgr.k00563.2.p,_29.1.40_,'protein.aa activation.bifunctional aminoacyl-tRNA synthetase',3.59768962109071e-12
eucgr.k00588.2.p,"_13.1.3.4_, _13.1.3.4.11_, _15.2_","'amino acid metabolism.synthesis.aspartate family.methionine', 'amino acid metabolism.synthesis.aspartate family.methionine.S-adenosylmethionine synthetase', 'metal handling.binding, chelation and storage'",2.36612053297373e-12
eucgr.k00618.2.p,_7.1.1_,'OPP.oxidative PP.G6PD',3.58592501876443e-12
eucgr.k00727.1.p,_19.3_,'tetrapyrrole synthesis.GSA',2.61508909571828e-11
eucgr.k00732.1.p,_21.1.1_,'redox.thioredoxin.PDIL',1.71506588755872e-12
eucgr.k00776.1.p,_26.10_,'misc.cytochrome P450',1.59649411580019e-11
eucgr.k00785.2.p,_26.1_,'misc.misc2',2.92751375616631e-11
eucgr.k00787.1.p,_29.5.4_,'protein.degradation.aspartate protease',2.8346306478548e-12
eucgr.k00793.1.p,"_26.7_, _26.11_","'misc.oxidases - copper, flavone etc', 'misc.alcohol dehydrogenases'",4.09138693735459e-12
eucgr.k00795.1.p,"_26.7_, _26.11_","'misc.oxidases - copper, flavone etc', 'misc.alcohol dehydrogenases'",4.77068014842158e-13
eucgr.k00804.2.p,_29.2.3_,'protein.synthesis.initiation',2.4336524535374e-12
eucgr.k00876.1.p,_16.1.5_,'secondary metabolism.isoprenoids.terpenoids',3.11656122241859e-12
eucgr.k00879.1.p,_16.1.5_,'secondary metabolism.isoprenoids.terpenoids',4.53496710077977e-12
eucgr.k00881.1.p,_16.1.5_,'secondary metabolism.isoprenoids.terpenoids',6.38713608344851e-11
eucgr.k00929.1.p,_9.2.1.2_,'mitochondrial electron transport / ATP synthesis.NADH-DH.type II.external',1.31402022289079e-12
eucgr.k00934.1.p,_29.1.1_,'protein.aa activation.tyrosine-tRNA ligase',1.40237691689164e-12
eucgr.k00947.1.p,_1.1.1.2_,'PS.lightreaction.photosystem II.PSII polypeptide subunits',5.30272181250344e-11
eucgr.k00962.1.p,_27.1.1_,'RNA.processing.splicing',5.99498279325987e-13
eucgr.k01017.2.p,_18.3.2_,'Co-factor and vitamine metabolism.riboflavin.riboflavin synthase',7.32931853780671e-12
eucgr.k01045.1.p,_34.9_,'transport.metabolite transporters at the mitochondrial membrane',1.42350711354726e-10
eucgr.k01053.1.p,_29.5.11.20_,'protein.degradation.ubiquitin.proteasom',6.44473923407242e-12
eucgr.k01066.5.p,"_9.1.1_, _31.3_","'mitochondrial electron transport / ATP synthesis.NADH-DH.complex I', 'cell.cycle'",6.21728838906073e-12
eucgr.k01105.1.p,_13.1.4.1.2_,'amino acid metabolism.synthesis.branched chain group.common.ketol-acid reductoisomerase',1.77914659966034e-11
eucgr.k01190.2.p,_19.1_,'tetrapyrrole synthesis.glu-tRNA synthetase',1.12497876104445e-12
eucgr.k01196.1.p,_10.1.10_,'cell wall.precursor synthesis.RHM',1.56118342178048e-12
eucgr.k01227.3.p,_35.1_,'not assigned.no ontology',8.58695876362715e-13
eucgr.k01229.1.p,_26.9_,'misc.glutathione S transferases',3.47212763079369e-12
eucgr.k01230.1.p,_26.9_,'misc.glutathione S transferases',3.44797773077084e-13
eucgr.k01232.1.p,_26.9_,'misc.glutathione S transferases',4.45259311735955e-12
eucgr.k01233.1.p,_26.9_,'misc.glutathione S transferases',5.55465483827296e-13
eucgr.k01249.1.p,_23.3.2.1_,'nucleotide metabolism.salvage.nucleoside kinases.adenosine kinase',1.18007688510344e-11
eucgr.k01256.1.p,_31.2_,'cell.division',2.4424494332979e-11
eucgr.k01258.1.p,_31.2_,'cell.division',9.83561405926604e-12
eucgr.k01265.1.p,_35.2_,'not assigned.unknown',2.33290670054181e-12
eucgr.k01273.2.p,_35.1_,'not assigned.no ontology',7.82188508492365e-13
eucgr.k01282.1.p,_35.2_,'not assigned.unknown',1.64826013803365e-11
eucgr.k01283.1.p,_11.6_,'lipid metabolism.lipid transfer proteins etc',8.72109544512598e-11
eucgr.k01286.2.p,_35.2_,'not assigned.unknown',3.40117530517986e-12
eucgr.k01294.2.p,_21.1_,'redox.thioredoxin',1.64103067478867e-12
eucgr.k01317.1.p,"_31.2_, _33.99_","'cell.division', 'development.unspecified'",1.96590173306293e-12
eucgr.k01341.1.p,_13.1.1.1.2_,'amino acid metabolism.synthesis.central amino acid metabolism.GABA.GABA transaminase',8.21117364663347e-12
eucgr.k01352.1.p,_26.21_,'misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein',4.33218288487943e-12
eucgr.k01354.1.p,_19.8_,'tetrapyrrole synthesis.coproporphyrinogen III oxidase',7.94335558234901e-12
eucgr.k01360.1.p,_10.1.12.2_,'cell wall.precursor synthesis.KDO pathway.KDO-8-Phosphate Synthase',2.51605500965232e-12
eucgr.k01362.1.p,_1.1.2.1_,'PS.lightreaction.photosystem I.LHC-I',3.71794275457553e-10
eucgr.k01372.1.p,_2.1.2.1_,'major CHO metabolism.synthesis.starch.AGPase',6.58808741341419e-11
eucgr.k01401.1.p,_26.11_,'misc.alcohol dehydrogenases',2.00096672802726e-11
eucgr.k01422.1.p,_9.1.2_,'mitochondrial electron transport / ATP synthesis.NADH-DH.localisation not clear',1.25639431383672e-11
eucgr.k01424.1.p,_1.1.1.2_,'PS.lightreaction.photosystem II.PSII polypeptide subunits',6.17981030012203e-12
eucgr.k01428.2.p,_29.3.1_,'protein.targeting.nucleus',2.45245267501061e-12
eucgr.k01429.1.p,_35.1.41_,'not assigned.no ontology.hydroxyproline rich proteins',2.81855010243562e-12
eucgr.k01489.1.p,_26.22_,'misc.short chain dehydrogenase/reductase (SDR)',8.09349795029164e-12
eucgr.k01497.1.p,_1.1.40_,'PS.lightreaction.cyclic electron flow-chlororespiration',7.78715766802481e-12
eucgr.k01500.1.p,_35.2_,'not assigned.unknown',4.7318923276938e-12
eucgr.k01508.1.p,_13.1.3.4_,'amino acid metabolism.synthesis.aspartate family.methionine',2.00273391136282e-11
eucgr.k01518.2.p,_35.2_,'not assigned.unknown',4.28711413816978e-13
eucgr.k01549.1.p,_29.6_,'protein.folding',1.67103501754822e-11
eucgr.k01558.1.p,_26.22_,'misc.short chain dehydrogenase/reductase (SDR)',1.76711151614715e-12
eucgr.k01625.1.p,_13.2.2.3_,'amino acid metabolism.degradation.glutamate family.arginine',6.1911822252975e-14
eucgr.k01630.3.p,_31.2_,'cell.division',5.84686108931203e-12
eucgr.k01637.3.p,_4.1.14_,'glycolysis.cytosolic branch.pyruvate kinase (PK)',7.60980979499434e-13
eucgr.k01653.1.p,_26.9_,'misc.glutathione S transferases',3.15496141316768e-12
eucgr.k01658.1.p,_26.9_,'misc.glutathione S transferases',1.08812890141445e-11
eucgr.k01671.1.p,_1.1.1.2_,'PS.lightreaction.photosystem II.PSII polypeptide subunits',4.56933778960178e-12
eucgr.k01679.1.p,_2.2.2.4_,'major CHO metabolism.degradation.starch.D enzyme',6.03470761956223e-12
eucgr.k01707.1.p,_29.4_,'protein.postranslational modification',7.90213271043415e-12
eucgr.k01712.1.p,_26.22_,'misc.short chain dehydrogenase/reductase (SDR)',2.58829178783155e-12
eucgr.k01713.1.p,_25_,'C1-metabolism',5.12319846092218e-12
eucgr.k01824.3.p,_26.23_,'misc.rhodanese',6.50444531598821e-12
eucgr.k01836.1.p,_35.2_,'not assigned.unknown',5.48565589207924e-13
eucgr.k01841.1.p,_31.1.1.1.1_,'cell.organisation.cytoskeleton.actin.Actin',3.56673025014378e-12
eucgr.k01859.1.p,_35.2_,'not assigned.unknown',1.81060221404834e-12
eucgr.k01869.2.p,_29.4_,'protein.postranslational modification',2.83106507062431e-12
eucgr.k01917.2.p,_35.1_,'not assigned.no ontology',4.79021994622613e-12
eucgr.k01987.1.p,_30.2.8.2_,'signalling.receptor kinases.leucine rich repeat VIII.VIII-2',2.9700730918804e-13
eucgr.k02019.2.p,_25_,'C1-metabolism',2.69454736344531e-11
eucgr.k02027.1.p,_29.1.12_,'protein.aa activation.aspartate-tRNA ligase',1.173437836242e-11
eucgr.k02032.1.p,_35.2_,'not assigned.unknown',2.0223099105452e-12
eucgr.k02043.1.p,_9.5_,'mitochondrial electron transport / ATP synthesis.cytochrome c reductase',8.41307892318522e-12
eucgr.k02046.4.p,_31.2_,'cell.division',4.17797358997668e-13
eucgr.k02073.1.p,"_1.3.6_, _4.1.10_, _4.3.10_","'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase', 'glycolysis.unclear/dually targeted.aldolase'",1.04515172586438e-11
eucgr.k02074.2.p,_4.1.14_,'glycolysis.cytosolic branch.pyruvate kinase (PK)',2.52809652187499e-11
eucgr.k02110.2.p,"_29.6_, _31.3.1_","'protein.folding', 'cell.cycle.peptidylprolyl isomerase'",6.59567574108585e-12
eucgr.k02114.1.p,_11.9_,'lipid metabolism.lipid degradation',5.70168282919165e-13
eucgr.k02119.1.p,_26.7_,"'misc.oxidases - copper, flavone etc'",2.20478309231738e-12
eucgr.k02120.1.p,_26.7_,"'misc.oxidases - copper, flavone etc'",3.73102283808628e-12
eucgr.k02125.1.p,_26.7_,"'misc.oxidases - copper, flavone etc'",5.78688131320825e-13
eucgr.k02142.1.p,_20.1_,'stress.biotic',7.4550101859723e-13
eucgr.k02166.1.p,_20.1_,'stress.biotic',4.2962062948779e-12
eucgr.k02185.1.p,_27.3.73_,'RNA.regulation of transcription.Zn-finger(CCHC)',2.25112970143788e-12
eucgr.k02190.1.p,_21.1_,'redox.thioredoxin',3.04195126646305e-12
eucgr.k02198.1.p,_29.5.5_,'protein.degradation.serine protease',4.4253233331481e-11
eucgr.k02198.2.p,_29.5.5_,'protein.degradation.serine protease',5.31089032466584e-13
eucgr.k02223.1.p,_1.3.2_,'PS.calvin cycle.rubisco small subunit',6.47486805883185e-10
eucgr.k02237.1.p,_26.1_,'misc.misc2',2.04418017157825e-12
eucgr.k02244.1.p,_29.6_,'protein.folding',5.45278208761645e-12
eucgr.k02247.1.p,_31.2_,'cell.division',2.04791738478922e-13
eucgr.k02274.1.p,_29.3.3_,'protein.targeting.chloroplast',2.57346088857484e-12
eucgr.k02276.3.p,_35.2_,'not assigned.unknown',2.75298968027592e-12
eucgr.k02283.2.p,_12.2.2_,'N-metabolism.ammonia metabolism.glutamine synthetase',6.55997983954505e-11
eucgr.k02304.1.p,"_29.2.3_, _33.99_","'protein.synthesis.initiation', 'development.unspecified'",3.71066931688136e-12
eucgr.k02305.1.p,_2.2.1.5_,'major CHO metabolism.degradation.sucrose.Susy',5.12266488159806e-13
eucgr.k02308.1.p,"_27.3.50_, _27.3.67_","'RNA.regulation of transcription.General Transcription', 'RNA.regulation of transcription.putative transcription regulator'",6.43883050846161e-12
eucgr.k02314.1.p,_20.2.3_,'stress.abiotic.drought/salt',4.39429564707522e-12
eucgr.k02328.2.p,_35.2_,'not assigned.unknown',6.20988210758071e-13
eucgr.k02346.1.p,_7.1.3_,'OPP.oxidative PP.6-phosphogluconate dehydrogenase',2.62844460735272e-11
eucgr.k02362.3.p,_1.1.2.2_,'PS.lightreaction.photosystem I.PSI polypeptide subunits',3.91952639821386e-11
eucgr.k02414.2.p,_29.6_,'protein.folding',6.05842998667468e-12
eucgr.k02417.3.p,_28.1_,'DNA.synthesis/chromatin structure',1.83227030377467e-12
eucgr.k02425.1.p,_29.5_,'protein.degradation',4.5073889214948e-12
eucgr.k02438.1.p,_34.19.2_,'transport.Major Intrinsic Proteins.TIP',3.97922784915019e-13
eucgr.k02450.4.p,_35.1_,'not assigned.no ontology',2.12469533909968e-12
eucgr.k02475.2.p,_8.2.9_,'TCA / org transformation.other organic acid transformatons.cyt MDH',1.02010350069337e-11
eucgr.k02487.3.p,_35.2_,'not assigned.unknown',1.84981931201834e-12
eucgr.k02489.2.p,_1.3.11_,'PS.calvin cycle.RPE',9.21402507585488e-12
eucgr.k02493.1.p,_29.2.3_,'protein.synthesis.initiation',2.89854698820343e-12
eucgr.k02508.2.p,_29.2.1.2.1.19_,'protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S19',1.35973826929299e-11
eucgr.k02521.1.p,_20.2.1_,'stress.abiotic.heat',3.13688110657159e-12
eucgr.k02544.1.p,_10.5.5_,'cell wall.cell wall proteins.RGP',2.82259962868258e-11
eucgr.k02566.2.p,_35.2_,'not assigned.unknown',6.80852429926622e-12
eucgr.k02569.1.p,_31.3.1_,'cell.cycle.peptidylprolyl isomerase',1.10328415695541e-12
eucgr.k02606.1.p,_21.5.1_,'redox.peroxiredoxin.BAS1',6.26790727909769e-10
eucgr.k02642.1.p,_35.2_,'not assigned.unknown',2.87536322804041e-11
eucgr.k02650.1.p,_31.3.1_,'cell.cycle.peptidylprolyl isomerase',6.06359846118781e-12
eucgr.k02707.1.p,"_29.5.11_, _29.5.11.2_","'protein.degradation.ubiquitin', 'protein.degradation.ubiquitin.E1'",9.09797338454337e-13
eucgr.k02710.1.p,_9.1.1.5_,'mitochondrial electron transport / ATP synthesis.NADH-DH.complex I.carbonic anhydrase',3.15514439397791e-12
eucgr.k02712.4.p,_35.1_,'not assigned.no ontology',1.89544295074294e-12
eucgr.k02729.1.p,_26.13_,'misc.acid and other phosphatases',2.32293599733011e-12
eucgr.k02738.1.p,_13.1.2.3.22_,'amino acid metabolism.synthesis.glutamate family.arginine.arginosuccinate synthase',4.00519460956465e-12
eucgr.k02740.1.p,_23.4.1_,'nucleotide metabolism.phosphotransfer and pyrophosphatases.adenylate kinase',3.11887309785616e-12
eucgr.k02753.1.p,_23.4.10_,'nucleotide metabolism.phosphotransfer and pyrophosphatases.nucleoside diphosphate kinase',1.14816046798214e-11
eucgr.k02765.1.p,_35.1_,'not assigned.no ontology',5.57760128611501e-11
eucgr.k02766.2.p,_28.99_,'DNA.unspecified',3.86289673255616e-12
eucgr.k02777.2.p,_29.4_,'protein.postranslational modification',1.83687432982925e-12
eucgr.k02778.1.p,_27.4_,'RNA.RNA binding',1.58810979096983e-11
eucgr.k02786.1.p,_29.2.4_,'protein.synthesis.elongation',8.92103007287242e-11
eucgr.k02799.2.p,"_29.7.5_, _29.7.8_","'protein.glycosylation.alpha-1,3-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTI)', 'protein.glycosylation.alpha-1,6-mannosyl-glycoprotein-beta-1,2-N-acetylglucosaminyltransferase(GnTII)'",8.20860274958327e-13
eucgr.k02805.1.p,_29.2.1.2.2.527_,'protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L27A',9.23531165878295e-12
eucgr.k02831.1.p,_29.5_,'protein.degradation',7.20141874063408e-12
